indi_pt,count
Acute psychosis,1540
Scan with contrast,1539
Nuclear magnetic resonance imaging brain,1532
Liver abscess,1531
Streptococcal infection,1527
Seronegative arthritis,1526
Musculoskeletal discomfort,1522
Throat irritation,1522
Systemic candida,1520
Blood magnesium decreased,1520
DRUG USE FOR UNKNOWN INDICATION,1519
Thyroid hormone replacement therapy,1517
Pulmonary thrombosis,1516
Otitis media,1512
Pre-existing disease,1512
Medication error,1510
Medical diet,1502
Atrial tachycardia,1502
Proctalgia,1495
Tooth extraction,1493
Substance abuse,1493
Product administration error,1489
Hypomania,1487
Functional gastrointestinal disorder,1485
Immune-mediated myositis,1485
Angiomyolipoma,1478
Acinetobacter infection,1476
Addison's disease,1473
Radiculopathy,1465
Spinal fracture,1465
Blood glucose decreased,1460
Growth disorder,1459
Blood potassium increased,1459
Eye allergy,1457
Anaemia prophylaxis,1452
Impulse-control disorder,1451
Pancreatitis chronic,1451
Cytomegalovirus chorioretinitis,1442
Nerve compression,1440
Salvage therapy,1433
Juvenile myoclonic epilepsy,1429
Angiopathy,1429
Chronic granulomatous disease,1427
Bone marrow failure,1425
Dupuytren's contracture,1424
Chills,1424
Metabolic disorder,1423
Confusional state,1421
Meningitis bacterial,1418
Disease recurrence,1413
Gene mutation,1410
Hiccups,1404
Simple partial seizures,1402
Ear pain,1400
Hepatic steatosis,1396
Micturition disorder,1394
Post procedural hypoparathyroidism,1392
Arrhythmia prophylaxis,1392
Fracture,1391
Ventricular arrhythmia,1388
"Hallucination, visual",1386
Menstrual disorder,1385
Cardiac operation,1380
Lymph node tuberculosis,1377
Organising pneumonia,1375
Postural orthostatic tachycardia syndrome,1374
Blood calcium decreased,1373
Tension headache,1370
Fungal skin infection,1366
Dry skin prophylaxis,1358
Pulmonary congestion,1357
Platelet aggregation inhibition,1355
Rheumatoid factor positive,1353
Gouty arthritis,1352
Haemodynamic instability,1350
Bradycardia,1349
Hypoaesthesia eye,1346
Cutaneous lupus erythematosus,1344
Cytomegalovirus infection reactivation,1340
Oral pain,1339
Dermatitis acneiform,1339
Cardiac valve disease,1339
Acute graft versus host disease in skin,1336
Fusarium infection,1330
Libido decreased,1329
Neutropenic sepsis,1327
Maternal exposure during pregnancy,1327
Erythrodermic psoriasis,1324
Thrombocytosis,1322
Dialysis,1315
Eye irritation,1313
Hypercoagulation,1311
Chronic graft versus host disease in skin,1311
Obstructive airways disorder,1310
Faeces hard,1305
Respiratory distress,1302
Cholangitis,1296
Fat tissue increased,1296
Visual impairment,1295
Porphyria acute,1294
Paronychia,1294
Intracranial pressure increased,1294
Urosepsis,1293
Malaria prophylaxis,1291
Pneumonia fungal,1291
Discomfort,1290
Spinal disorder,1287
Neuromuscular blocking therapy,1285
Alcohol withdrawal syndrome,1282
Sexual dysfunction,1282
Angiocardiogram,1280
Vitamin D,1277
Eyelid ptosis,1276
Immune effector cell-associated neurotoxicity syndrome,1274
Acquired ATTR amyloidosis,1273
Sinus headache,1272
Thyrotoxic crisis,1271
Biliary cirrhosis primary,1270
Meniere's disease,1266
Cholelithiasis,1265
Social anxiety disorder,1264
Blood cholesterol decreased,1257
Guttate psoriasis,1255
Eye pain,1253
Muscle disorder,1251
Amnesia,1250
Blood growth hormone,1249
Cholangitis sclerosing,1248
Impulsive behaviour,1246
Pneumonia pseudomonal,1245
Optic neuritis,1245
Limb discomfort,1244
Folliculitis,1243
Intervertebral disc disorder,1241
Eosinophilia,1237
Accidental exposure to product by child,1235
Familial periodic paralysis,1234
Stevens-Johnson syndrome,1233
Disease complication,1232
Acute respiratory failure,1230
Intermittent explosive disorder,1229
Road traffic accident,1229
Carpal tunnel syndrome,1227
Epistaxis,1225
Kidney infection,1225
Proctitis ulcerative,1225
Hepatic failure,1223
Bronchopulmonary aspergillosis allergic,1222
Vulvovaginal pruritus,1219
Knee operation,1218
Hypereosinophilic syndrome,1217
Granuloma annulare,1216
Henoch-Schonlein purpura,1216
Intestinal obstruction,1216
Arthropod bite,1215
SARS-CoV-2 test positive,1215
Tic,1215
Teething,1208
Pharyngitis streptococcal,1207
Induction and maintenance of anaesthesia,1206
Probiotic therapy,1203
Ectopic pregnancy,1198
Gastrointestinal pain,1198
Imaging procedure,1194
Phlebitis,1193
Enterocolitis,1188
High density lipoprotein decreased,1185
Genital herpes,1181
Varicose vein,1180
Lice infestation,1179
Tonic convulsion,1179
PRODUCT USED FOR UNKNOWN INDICATION,1178
Cryptococcosis,1177
Stress echocardiogram,1176
C3 glomerulopathy,1176
Wrong patient received product,1176
Lipid metabolism disorder,1175
Nightmare,1174
Urge incontinence,1173
Skin irritation,1172
Upper respiratory tract inflammation,1171
Movement disorder,1170
Agranulocytosis,1170
"Delusional disorder, unspecified type",1168
Cardiac sarcoidosis,1167
Haemolytic anaemia,1166
Bacterial vaginosis,1164
Gigantism,1164
Blepharitis,1164
Chorea,1163
Renal and pancreas transplant,1161
Androgen deficiency,1160
Catheter management,1157
Gastrointestinal inflammation,1155
Persistent depressive disorder,1153
Endocarditis staphylococcal,1153
Fluid overload,1152
Foetal exposure timing unspecified,1152
Psychotherapy,1151
Oesophageal spasm,1150
Acarodermatitis,1148
Dental disorder prophylaxis,1147
Intra-uterine contraceptive device insertion,1147
Haemodialysis,1146
Stenotrophomonas infection,1145
Vitamin B complex deficiency,1144
Drug eruption,1139
Anaphylactic shock,1134
Arteriogram coronary,1134
Palmar-plantar erythrodysaesthesia syndrome,1133
POEMS syndrome,1130
Hereditary angioedema with normal C1 esterase inhibitor,1130
Tinnitus,1129
Dry age-related macular degeneration,1123
Gastrointestinal bacterial overgrowth,1123
Alcohol abuse,1122
Pericardial effusion,1120
Appetite disorder,1120
Post procedural complication,1116
Organ transplant,1116
BRAF gene mutation,1115
Heart valve replacement,1114
Caesarean section,1112
Tuberculosis of central nervous system,1109
Adjustment disorder,1108
Intraocular pressure test,1106
Hyperparathyroidism primary,1106
Babesiosis,1105
Product use issue,1103
VEXAS syndrome,1101
Acute sinusitis,1098
Pneumonia klebsiella,1091
Emotional disorder,1084
Balance disorder,1081
Progressive multiple sclerosis,1081
Arthritis reactive,1080
Serotonin syndrome,1080
Pancreatic insufficiency,1079
Oestrogen replacement therapy,1078
Facial pain,1077
Goitre,1075
Small for dates baby,1074
Pancreatitis acute,1074
Mucopolysaccharidosis,1072
Hypergammaglobulinaemia,1071
Conduct disorder,1068
Vaginal haemorrhage,1068
Snake bite,1067
Frontal lobe epilepsy,1065
Vaginal infection,1065
Bone lesion,1065
Gingivitis,1061
Cholecystitis,1061
Vision blurred,1060
Pathological fracture,1056
Asthma prophylaxis,1054
Polycythaemia,1053
Endocarditis bacterial,1052
Ligament sprain,1051
Necrotising fasciitis,1050
Metabolic acidosis,1050
Human epidermal growth factor receptor negative,1048
Somatic symptom disorder,1048
Musculoskeletal disorder,1046
Neoadjuvant therapy,1046
Motion sickness,1045
White blood cell count increased,1045
Arterial occlusive disease,1042
Toxoplasmosis,1041
Latent autoimmune diabetes in adults,1040
Tocolysis,1040
Coccidioidomycosis,1040
Dependence,1038
Portal hypertension,1037
Progressive multifocal leukoencephalopathy,1036
Reflux laryngitis,1033
Dandruff,1032
Otitis externa,1031
Soft tissue infection,1031
Abdominal pain lower,1031
Neuritis,1031
Immune-mediated enterocolitis,1022
Hair disorder,1021
Alcohol use disorder,1017
Epididymitis,1016
Oesophageal candidiasis,1016
Therapeutic embolisation,1015
Skin papilloma,1015
Cerebral haemorrhage,1013
Carotid artery stenosis,1011
Peripheral venous disease,1008
Craniocerebral injury,1008
Vulvovaginal candidiasis,1008
Ovarian cyst,1007
Immunochemotherapy,1006
Transcatheter arterial chemoembolisation,1003
Lipidosis,1002
Scedosporium infection,1001
Neonatal respiratory distress syndrome,999
Autonomic nervous system imbalance,998
Epidural analgesia,998
Prostatic specific antigen increased,997
Initial insomnia,988
Palmoplantar pustulosis,987
Acidosis,987
Light chain disease,986
Hypervolaemia,986
Varicella zoster virus infection,986
Fistula,985
Catheterisation cardiac,984
Oesophageal disorder,983
Niemann-Pick disease,982
Allergy to animal,982
Hepato-lenticular degeneration,978
Microalbuminuria,977
Pyelonephritis acute,975
Idiopathic intracranial hypertension,975
Malaria,973
Muckle-Wells syndrome,972
Leprosy,971
Idiopathic thrombocytopenic purpura,971
Metabolic syndrome,971
Phosphorus metabolism disorder,971
Muscle strain,969
Diabetic foot,968
C-reactive protein increased,967
Pneumonia staphylococcal,966
Aphthous ulcer,965
Evans syndrome,960
Tension,955
Tubulointerstitial nephritis,954
Foetal growth restriction,951
Glomerulonephritis minimal lesion,950
Blood potassium abnormal,949
Pityriasis rubra pilaris,947
Thrombophlebitis,947
Eating disorder,947
Haemoptysis,947
Vascular graft,945
BRAF V600E mutation positive,944
Factor V Leiden mutation,943
Pneumocystis jirovecii infection,942
Disturbance in social behaviour,940
Premenstrual dysphoric disorder,936
Disease risk factor,933
Cerebral disorder,931
Skin exfoliation,931
Alopecia universalis,931
Seminoma,929
Varices oesophageal,928
Antipyresis,927
Feeling of relaxation,923
Lower urinary tract symptoms,922
Muscle building therapy,917
Gastrointestinal infection,917
Tachyarrhythmia,916
Binge eating,914
Central pain syndrome,912
Otitis media acute,911
Arrhythmia supraventricular,911
Aspartate aminotransferase increased,910
Rotator cuff syndrome,909
Lepromatous leprosy,900
Atrial septal defect,896
Multifocal motor neuropathy,896
Pancreatic disorder,896
Portal vein thrombosis,895
Cerebral toxoplasmosis,892
Hyperkeratosis,891
Normochromic normocytic anaemia,890
Angioplasty,889
Cachexia,889
Alanine aminotransferase increased,888
Leukocytosis,887
Gender dysphoria,886
Temporomandibular joint syndrome,886
Type 2 lepra reaction,885
Acute febrile neutrophilic dermatosis,885
Thyroiditis,883
Venous thrombosis limb,881
Empty sella syndrome,880
Vulvovaginal pain,878
Liver transplant rejection,876
Vasoplegia syndrome,876
Haemophilia A without inhibitors,876
Muscle tightness,875
Glomerulonephritis rapidly progressive,874
Bronchial hyperreactivity,871
Surgical preconditioning,871
Coeliac disease,871
Anaphylaxis prophylaxis,870
Lichen sclerosus,869
Arterial disorder,868
Thrombocytopenic purpura,867
Morphoea,867
Perennial allergy,863
Pinealoblastoma,862
Nervous system disorder prophylaxis,862
Flank pain,862
Magnesium deficiency,861
Enteritis,861
Ulcer haemorrhage,860
Neuromuscular blockade,859
Hyperammonaemia,858
Ureaplasma infection,858
Lung transplant rejection,854
Cholestasis,853
Adjustment disorder with depressed mood,853
Blood growth hormone abnormal,853
Ophthalmic herpes zoster,852
Disseminated intravascular coagulation,852
Lymphoedema,851
Rectal haemorrhage,851
Myelosuppression,850
Asthmatic crisis,850
Prostatic adenoma,849
Peripheral ischaemia,848
Tooth disorder,848
Congenital retinoblastoma,847
Osteolysis,846
Paralysis,846
Sacroiliitis,846
Prostate infection,845
Drug intolerance,842
Cytopenia,841
Retinopathy of prematurity,840
Inappropriate antidiuretic hormone secretion,838
Relaxation therapy,836
Vulvovaginal discomfort,836
Anaesthetic premedication,836
Fracture pain,834
Vasopressive therapy,833
Arthritis enteropathic,833
Hypertensive crisis,832
Urticarial vasculitis,832
Positron emission tomogram,832
Juvenile psoriatic arthritis,828
Postpartum haemorrhage,828
Dilated cardiomyopathy,828
Gestational hypertension,827
Pain in jaw,826
Depression suicidal,818
Mitral valve replacement,818
Systemic sclerosis,817
Oestrogen receptor assay negative,815
Allogenic bone marrow transplantation therapy,811
Progesterone receptor assay negative,810
Asthma exercise induced,809
Fall,808
Mitral valve incompetence,803
Chronic hepatitis,802
Histoplasmosis,802
Neck injury,802
Tuberous sclerosis,799
Adrenogenital syndrome,799
Mitral valve prolapse,797
Pneumonia legionella,796
Sinus polyp,795
Pouchitis,792
Akathisia,792
Respiration abnormal,791
Amyloidosis senile,791
Erythema multiforme,790
Appendicitis,788
Compression fracture,788
Diabetic ketoacidosis,785
Osteogenesis imperfecta,784
Thyroid therapy,783
Cellulite,782
Controlled ovarian stimulation,782
Cervical radiculopathy,782
Lung abscess,781
JUVENILE ARTHRITIS,777
Activated PI3 kinase delta syndrome,776
Humoral immune defect,776
Chronic fatigue syndrome,776
Hepatitis viral,774
Hereditary haemorrhagic telangiectasia,774
Graft versus host disease in lung,773
Iritis,772
Tyrosinaemia,772
Blister,769
Primary hypothyroidism,769
Bladder pain,768
Arteritis,768
Gaucher's disease type I,766
Embolic stroke,766
Blepharospasm,765
Postmenopause,759
Groin abscess,758
Neurodegenerative disorder,757
Detoxification,756
Bronchial disorder,755
Erdheim-Chester disease,755
Pneumonia mycoplasmal,753
Haemarthrosis,752
Peritonitis bacterial,752
Cytomegalovirus colitis,751
Empyema,750
Bone tuberculosis,750
Chronic respiratory failure,749
Osteitis deformans,748
Paranasal sinus discomfort,746
Splenomegaly,746
Mediastinitis,745
Chloroma,744
Dental operation,744
Atypical pneumonia,743
HIV infection CDC category C,742
Radiotherapy,742
Gastric bypass,742
Computerised tomogram thorax,741
Decubitus ulcer,741
Multisystem inflammatory syndrome in children,740
Alopecia scarring,740
Ischaemia,740
Odynophagia,739
Immune enhancement therapy,739
Coronary angioplasty,739
Allergy test,738
Blood uric acid,737
Generalised oedema,736
Infusion site pain,736
Contusion,734
Neuropsychiatric symptoms,732
Euphoric mood,732
Head injury,732
H1N1 influenza,730
Cholecystitis acute,729
Clostridial infection,728
Vascular dementia,728
Heart failure with reduced ejection fraction,727
Brain injury,723
Status asthmaticus,723
Intraoperative care,722
HIV-2 infection,721
Birdshot chorioretinopathy,720
Proctitis,719
Renal colic,719
Eye lubrication therapy,718
Psychotic disorder due to a general medical condition,717
Drug-induced liver injury,717
Skin bacterial infection,717
Epigastric discomfort,717
Congenital aplastic anaemia,717
Rash erythematous,717
Fungaemia,715
Blood potassium,715
Occipital neuralgia,715
Demyelination,712
Nail disorder,711
Eczema nummular,710
Diverticulum,710
Rash macular,710
Gastritis erosive,709
Grand mal convulsion,708
Pyruvate kinase deficiency anaemia,708
Blindness,708
Pulmonary alveolar haemorrhage,707
Intraocular pressure test abnormal,706
Gouty tophus,705
Oxygen therapy,705
Selective IgA immunodeficiency,704
Tinea infection,704
Acute graft versus host disease in intestine,702
Keratoconus,702
Bacillus infection,701
Mycoplasma infection,701
Still's disease adult onset,700
Ornithine transcarbamoylase deficiency,699
Colony stimulating factor prophylaxis,699
Metabolic dysfunction-associated steatohepatitis,697
Central nervous system vasculitis,696
Antitussive therapy,694
Investigation,693
Chronic left ventricular failure,693
Neuroleptic malignant syndrome,692
Prophylaxis against dehydration,692
Substance use disorder,691
Trichophytosis,691
Systemic sclerosis pulmonary,690
Heart rate decreased,690
Chorioretinitis,689
Extrasystoles,689
Groin pain,688
Vitamin B12 decreased,688
Beta haemolytic streptococcal infection,687
Wrong patient,687
Diabetes prophylaxis,687
Coronary artery occlusion,687
Asthma-chronic obstructive pulmonary disease overlap syndrome,686
Perinatal HIV infection,686
Epilepsy with myoclonic-atonic seizures,686
Ocular pemphigoid,685
Ocular discomfort,682
Retinal oedema,681
Oesophageal ulcer,679
Abdominal abscess,677
Atrioventricular block,677
Aortic aneurysm,676
Systemic mycosis,670
Granuloma,670
Eye swelling,668
Schizophreniform disorder,668
Swelling face,667
Cardiac ventricular thrombosis,666
Oxygen saturation decreased,665
Nephritic syndrome,664
Wound treatment,664
Osteonecrosis,662
Myelitis transverse,661
Thinking abnormal,661
Hypoproteinaemia,661
Serratia infection,661
Upper gastrointestinal haemorrhage,660
Disseminated mycobacterium avium complex infection,660
Blood calcium,660
Obliterative bronchiolitis,658
Refractory anaemia with an excess of blasts,657
Hypersensitivity pneumonitis,656
Antidiarrhoeal supportive care,656
Vasodilatation,656
Blood uric acid abnormal,656
Vaginal disorder,653
Feeling abnormal,652
Hepatitis E,652
Adrenocortical steroid therapy,651
Thermal burn,651
Periarthritis,650
Encephalitis cytomegalovirus,650
Burkholderia cepacia complex infection,650
Lymphadenitis,649
Intermittent claudication,649
Congenital generalised lipodystrophy,649
Prophylaxis of abortion,649
Endocrine disorder,648
Anal fissure,648
Nasal disorder,648
Gastrointestinal ulcer,648
Brucellosis,647
Vulvovaginal burning sensation,644
Poisoning,644
Spinal fusion surgery,643
Platelet count increased,643
Benign familial pemphigus,642
Blood pressure high,641
Mycobacterium fortuitum infection,640
Oral fungal infection,640
Cardiac pacemaker insertion,640
Dyspnoea exertional,639
Arthropod sting,638
Pernicious anaemia,638
Aortic stenosis,637
Subacute cutaneous lupus erythematosus,637
